SKU,Product name,Description & Features,Selling Price,Brand,Category
THT2K0301S,3 Pcs high leverage pliers set,"Size：
8"" High leverage combination pliers
7"" High leverage diagonal cutting pliers
6"" High leverage long nose pliers
Cr-V,black finish and polish
TPR three color handle
Saving 30% strength than normal pliers
Packed by PP hanger",4600,TOTAL,Hand Tools
THT2K0488,4 Pcs pliers set,"4 Pcs pliers set
include:
1 Pcs 8"" high leverage combination pliers
1 Pcs 7"" high leverage diagonal cutting pliers
1 Pcs 6"" high leverage long nose pliers
Energy saving 30% than normal pliers

1 Pcs 8"" slip joint pliers
Material: Cr-V
Surface treatment: black finish and polish
TPR three color handle for strong grip and comfort
With crimping function
With nail holder function
With spanner function
With deburring function
Packed by double blister",4600,TOTAL,Hand Tools
THT2MK231,3 Pcs multi-function pliers set,"3 Pcs multi-function pliers set
Include:
1 Pcs 8"""" multi-function combination pliers
1 Pcs 8"""" multi-function long nose pliers
1 Pcs 8"""" multi-function diagonal cutting pliers
Material: Cr-V
Surface treatment: teflon coating
Multi-purpose built let you complete more tasks with one tool
TPR three color handle for strong grip and comfort
Packed by  double blister",6000,TOTAL,Hand Tools
THT2CK231S,3 Pcs compound action pliers set,"Size:
8"" Compound action combination pliers
8"" Compound action diagonal cutting pliers
8.5"" Compound action long nose pliers
Energy saving 65% than normal pliers
Material: Cr-V
Surface treatment: teflon coating
TPR three color handle for strong grip and comfort
With nail holder function
With spanner function
With deburring function
Packed by half double blister",7400,TOTAL,Hand Tools
THT2K0302,3 Pcs insulated pliers set,"Size:
8"" Insulated Combination pliers  
6"" Insulated Long nose pliers
6"" Insulated Diagonal cutting pliers
Cr-V,black finish and polish
Insulated  handle
Stand high pressure:1000V
Packed by double blister",6000,TOTAL,Hand Tools
THT1K0511,6pcs mini pliers set,"1PCS 4.5"" Combination pliers_x000D_
1PCS 4.5"" Diagonal cutting pliers_x000D_
1PCS 4.5"" End cutting pliers_x000D_
1PCS 4.5"" Long nose pliers_x000D_
1PCS 4.5"" Flat nose pliers_x000D_
1PCS 4.5"" Needle nose pliers_x000D_
Two color handle
Packed by sliding card",3200,TOTAL,Hand Tools
THTJ214041,4 Pcs circlip pliers set,"4 Pcs circlip plier set
2 Pcs of 180°,2 pcs of 90°
Size:5""/125mm
Carbon steel_x000D_
Packed by canvas bag",4500,TOTAL,Hand Tools
THTJ214042,4 Pcs circlip pliers set,"4 Pcs circlip Plier Set
2 Pcs of 180°,2 pcs of 90°
Size:7""/180mm
Carbon steel_x000D_
Packed by canvas bag",4700,TOTAL,Hand Tools
TOS23055,7 Pcs Pliers set,"7 Pcs Pliers set
Include:
1 Pcs 10"" pump pliers
1 Pcs 9.5"" high leverage combination pliers
1 Pcs 8"" high leverage long nose pliers
1 Pcs 8"" high leverage heavy-duty diagonal cutting pliers
1 Pcs 10"" curved jaw locking plier
1 Pcs 9"" long nose locking plier
1 Pcs 8"" slip joint pliers
Packed by canvas bag",11200,TOTAL,Hand Tools
THT25616,Wire stripping pliers,"Size：6""/160mm
Cr-V,black finish and polish_x000D_
Two color handle_x000D_
Packed by PP hanger",1100,TOTAL,Hand Tools
THT260606,End cutting pliers,"Size：6""/160mm

Cr-V,black finish and polish
Two color handle
Packed by PP hanger",1170,TOTAL,Hand Tools
THT260702,End cutting pliers,"Size：7""/180mm
Cr-V,black finish and polish
Packed by PP hanger",1240,TOTAL,Hand Tools
THT281006,Pump pliers,"Size：10""/250mm_x000D_
Max clamping open:40mm_x000D_
Cr-V,black finish and polish_x000D_
TPR two color handle
Packed by PP hanger",1280,TOTAL,Hand Tools
THT2881,Rabbet pliers,"Size：8""/200mm
Cr-V,black finish and polish
With plastic handle
Packed by PP hanger",870,TOTAL,Hand Tools
THT2891,Rabbet pliers,"Size：9""/228mm
Cr-V,black finish and polish
With plastic handle
Packed by PP hanger",910,TOTAL,Hand Tools
THT28101,Rabbet pliers,"Size：10""/250mm
Cr-V,black finish and polish
With plastic handle
Packed by PP hanger",1300,TOTAL,Hand Tools
THT290801,Carpenter pliers,"Size：8""/200mm
Cr-V,black finish and polish
With plastic handle
Packed by PP hanger",1050,TOTAL,Hand Tools
THT118062,Slip joint pliers,"Size：6""/160mm
Black finish and polish
Packed by PP hanger",560,TOTAL,Hand Tools
THT118102,Slip joint pliers,"Size：10""/250mm
Black finish and polish
Packed by PP hanger",1100,TOTAL,Hand Tools
THT191003,Curved jaw locking plier,"Carbon Steel
Size:10""
Same function as THT191001
HRC38°-HRC48°
Nickel plated
Packed by half double blister",1200,TOTAL,Hand Tools
THT191001,Curved jaw lock plier,"Cr-V
Size:10""
HRC45-HRC60
Nickel plated
Packed by half double blister",1900,TOTAL,Hand Tools
THT191002,Straight jaw plier,"Carbon Steel
Size:10""
Openings range: 0-50mm
Same function as THT191005
HRC38°-HRC48°
Nickel plated
Packed by half double blister",1450,TOTAL,Hand Tools
THT191005,Straight jaw plier,"Cr-V
Size: 10""
Openings range: 0-50mm
HRC52-HRC60
Nickel plated
Packed by half double blister",2300,TOTAL,Hand Tools
THT19902,Long nose locking plier,"Carbon steel
Size: 9""
Openings range: 0-60mm
Same function as THT19901
HRC38°-HRC48°
Nickel plated
Packed by half double blister",1500,TOTAL,Hand Tools
THT111113,C-clamp locking plier,"Carbon steel
Size: 11""
Openings range: 0-95mm
Weight: 710g
Nickel plated
Same function as THT111112
Packed by  half double blister",2250,TOTAL,Hand Tools
THT1591,Wire stripper,"Size:7""/180mm
Blade material:65Mn
Zinc alloy
Pack by double blister",1700,TOTAL,Electrical
THT15851,Wire stripper,"Size:8.5""/215mm
With sharp edge for cutting wire
With push down wire function
With wire stripping function
Can strip seven kinds of wire size
Can cut five kinds of copper screw size
Packed by sliding card",1300,TOTAL,Electrical
THT15101,Wire stripper,"Size:10""/250mm
With sharp edge for cutting wire
With push down wire function
With wire stripping function
Can strip six kinds of Wire size
Can cut five kinds of copper screw size
Packed by sliding card",1800,TOTAL,Electrical
THT15606,Wire stripper,"Size:175*85mm
Stripper diameter:0.5mm~6mm
With cutting function
PP covered TPR handle
65Mn material blade
Packed by double blister",2000,TOTAL,Electrical
THT15246,Automatic wire stripper,"3 in 1 multi-function
Stripping,cutting and crimping
Stripping wires range:10AWG~24AWG(0.2~6mm²)
Cutting function:copper and aluminum wires
Crimping function:
Crimp the insulated terminals 0.5-6mm² (10-22 AWG);
Crimp the non-insulated terminals: 0.5-6mm² (4-22 AWG);
Crimp the ignition terminals: 7-8mm²
Durable and comfortable handle
Packed by sliding card",2850,TOTAL,Electrical
THT170806,Pipe wrench,"Size:8""(200mm)
Max clamping diameter:27mm
Mobile jaw  material:cr-mo
Inactivate treatment
Body material:ductile cast iron
Black finish and polish
Solid rivet
Packed by paper card",1150,TOTAL,Hand Tools
THT171006,Pipe wrench,"Size:10""(250mm)
Max clamping diameter:34mm
Mobile jaw drop-forged with high quality carbon steel
Inactivate treatment
Body material:ductile cast iron
Black finish and polish
Solid rivet
Packed by paper card
",1600,TOTAL,Hand Tools
THT171206,Pipe wrench,"Size:12"" (300mm)
Max clamping diameter:42mm
Mobile jaw drop-forged with high quality carbon steel
Inactivate treatment
Body material:ductile cast iron
Black finish and polish
Solid rivet
Packed by paper card
",1900,TOTAL,Hand Tools
THT171146,Pipe wrench,"Size:14"" (350mm)
Max clamping diameter:50mm
Mobile jaw drop-forged with high quality carbon steel
Inactivate treatment
Body material:ductile cast iron
Black finish and polish
Solid rivet
Packed by paper card
",2300,TOTAL,Hand Tools
THT171186,Pipe wrench,"Size:18"" (450mm)
Max clamping diameter:60mm
Mobile jaw drop-forged with high quality carbon steel
Inactivate treatment
Body material:ductile cast iron
Black finish and polish
Solid rivet
Packed by paper card
",3200,TOTAL,Hand Tools
THT171246,Pipe wrench,"Size:24"" 
Max clamping diameter:76mm
Mobile jaw drop-forged with high quality carbon steel
Inactivate treatment
Body material:ductile cast iron
Black finish and polish
Solid rivet
Packed by paper card
",4700,TOTAL,Hand Tools
THT171366,Pipe wrench,"Size:36"" 
Max clamping diameter:85mm
Mobile jaw drop-forged with high quality carbon steel
Inactivate treatment
Body material:ductile cast iron
Black finish and polish
Solid rivet
Packed by paper card
",8030,TOTAL,Hand Tools
THT171486,Pipe wrench,"Size:48""
Max clamping diameter:110mm
Mobile jaw drop-forged with high quality carbon steel_x000D_
Inactivate treatment_x000D_
Body material:ductile cast iron_x000D_
Black finish and polish_x000D_
Solid rivet_x000D_
Packed by paper card_x000D_
",12600,TOTAL,Hand Tools
THT11386,Mini bolt cutter,"Size:8""
Cr-V blade
Black finish and polish
TPR two color handle
A lock at the end of handle
Packed by sliding card",1100,TOTAL,Power Tools
THT123126,Bolt cutter,"Size:12""
Cr-V blade
Max cutting range：5mm
New design comfortable handle
Packed by paper card",2500,TOTAL,Power Tools
THT123146,Bolt cutter,"Size:14""
Cr-V blade
Max cutting range：7mm
New design comfortable handle
Packed by paper card",2700,TOTAL,Power Tools
THT123186,Bolt cutter,"Size:18""
Cr-V blade
Max cutting range：8mm
New design comfortable handle
Packed by paper card",3500,TOTAL,Power Tools
THT113246,Bolt cutter,"Size:24""
Cr-V blade
Black finish and polish
TPR two color handle
Packed by paper card",4800,TOTAL,Power Tools
THT123306,Bolt cutter,"Size:30""
Cr-V blade
Max cutting range：13mm
New design comfortable handle
Packed by paper card",5900,TOTAL,Power Tools
THT113126,Bolt cutter,"Size:12""
Cr-V blade
Black finish and polish
TPR two color handle
Packed by paper card",2600,TOTAL,Power Tools
THT113146,Bolt cutter,"Size:14""
Cr-V blade
Black finish and polish
TPR two color handle
Packed by paper card",2900,TOTAL,Power Tools
THT113186,Bolt cutter,"Size:18""
Cr-V blade
Black finish and polish
TPR two color handle
Packed by paper card",3700,TOTAL,Power Tools
THT113306,Bolt cutter,"Size:30""
Cr-Mo blade
Black finish and polish
TPR two color handle
Packed by paper card",8300,TOTAL,Power Tools
THT113366,Bolt cutter,"Size:36""
Cr-V blade
Black finish and polish
TPR two color handle
Packed by paper card",8800,TOTAL,Power Tools
THT113426,Bolt cutter,"Size:42""
Cr-V blade
Black finish and polish
TPR two color handle
Packed by paper card",13000,TOTAL,Power Tools
THT113486,Bolt cutter,"Size:48""
Cr-V blade
Black finish and polish
TPR two color handle
Packed by paper card",14400,TOTAL,Power Tools
TMPC4468P,Modular plug crimper,"Modular Plug Crimper
Used for crimping terminals of network line and telephone line
Crimping range：4P , 6P , 8P
Length：8”
Three functions：Crimping ，Stripping ，Cutting
Unique Design PVC handle
Packing by blister card",1800,TOTAL,Power Tools
TMPCN5468R,Modular plug crimper,"Modular Plug Crimper
Used for crimping terminals of network line and telephone line
Crimping range：4P , 6P , 8P
Length：8”
Design of labor-saving ratchet
Three functions：Crimping ，Stripping ，Cutting
Unique Design PVC handle
Packing by blister card",2150,TOTAL,Power Tools
THCPG2510,Ratchet crimping plier,"Crimping range：0.25-10mm²
For tubular bare terminals and pre-insulated terminals 
AWG:23-7
Length：6”
Unique design handle
Pressure force can be adjusted，fit for various terminals
Packing by sliding card",4600,TOTAL,Hand Tools
THCT070,Hydraulic crimping tool,"Crimping range：Cu 4-70mm2
Crimping force: 45KN
Crimping type: hexagon crimping
Stroke: 11mm
Length: approx.310mm
Weight: approx.1.80kg
Weight of box: 1.1kg
ACCESSORIES
Crimping dies: 4,6,8,10,16,25,35,50,70mm2
Sealing O-ring: one set
packed by BMC",15000,TOTAL,Power Tools
THCT0240,Hydraulic crimping tool,"Crimping range：Cu 16-240mm2
Crimping force: 70kN
Crimping type: hexagon crimping
Stroke: 18mm
Length: approx.475mm
Weight: approx.3.6kg
Weight of box: approx.1.8kg
ACCESSORIES
Crimping dies: 16,25,35,50,70,95,120,150,185,240mm2
Sealing O-ring: one set
packed by BMC",17200,TOTAL,Power Tools
THT11561,Cable cutter,"Size:6""/160mm
Black finish and polish
Carbon steel
Packed by half double blister",740,TOTAL,Power Tools
THT11581,Cable cutter,"Size:8""/200mm
Black finish and polish
Carbon steel
Packed by half double blister",1100,TOTAL,Power Tools
THT115101,Cable cutter,"Size:10""/250mm
Black finish and polish
Carbon steel
Packed by half double blister",1300,TOTAL,Power Tools
THT115102,Heavy duty cable cutter,"Heavy duty cable cutter
Size:10""/250mm
Black finish and polish
Carbon steel
Packed by half double blister",1400,TOTAL,Power Tools
THT115242,Cable cutter,"Size:24""
Blades Material:65Mn
Used for cutting copper and aluminum cable
Not for cutting ACSR , wire rope,steel or self supporting strand
Cutting Area:240mm2
Body heat treatment,cutting edges induction quenched
Packed by paper card",4600,TOTAL,Power Tools
THT115362,Cable cutter,"Size:36""
Blades Material:65Mn
Used for cutting copper and aluminum cable
Not for cutting ACSR , wire rope,steel or self supporting strand
Cutting Area:450mm2
Body heat treatment , cutting edges induction quenched
Packed by paper card",7900,TOTAL,Power Tools
THT230512,Plastic cutting pliers,"Size：5""/140mm
Black finish and polish
With plastic handle
Packed by sliding card",940,TOTAL,Hand Tools
THT230612,Plastic cutting pliers,"Size：6""/160mm
Black finish and polish
With plastic handle
Packed by sliding card",1100,TOTAL,Hand Tools
THT534216,PVC pipe cutter,"Length:193mm
Cutting diameter:3-42mm
Material:Aluminum
Packed by double blister",1290,TOTAL,Power Tools
THT53422,PVC Pipe cutter,"Length:225mm
Cutting diameter:3-42mm
Material：Aluminum
Packed by double blister",2100,TOTAL,Power Tools
THT53321,Pipe cutter,"Copper and aluminum pipe cutter 
Cutting diameter:3-32mm
With high Quality blade and Aluminum knob
Packed by sliding card",1290,TOTAL,Power Tools
THT521106,Aviation snip,"Unique design two tone soft handle
Aviation snip (Left)
Length:250mm（10""）
Max.cutting thickness:
Carbon steel ≤1.2mm
Stainless steel ≤0.7mm
Packed by half double blister",1400,TOTAL,Power Tools
THT522106,Aviation snip,"Unique design two tone soft handle
Aviation snip( Straight)
Length:250mm（10""）
Max.cutting thickness:
Carbon steel ≤1.2mm
Stainless steel ≤0.7mm
Packed by half double blister",1450,TOTAL,Power Tools
THT523106,Aviation snip,"Unique design two tone soft handle
Aviation snip( Right)
Length:250mm（10""）
Max.cutting thickness:
Carbon steel ≤1.2mm
Stainless steel ≤0.7mm
Packed by half double blister",1350,TOTAL,Power Tools
THT525106,Long straight aviation snip,"Aviation snip( Straight)
Length:300mm（12""）
Unique design two tone soft handle
Cutting plastic or rubber or 0.5mm brass wire net 
Packed by half double blister",1900,TOTAL,Power Tools
THT524121,Tin snip,"Size:12""
Max.cutting thickness:
Carbon steel ≤0.8mm
Stainless steel ≤0.6mm
Drop-forged steel
Double dipped grip handle
Packed by half double blister",1700,TOTAL,Power Tools
THTDC2146,Slotted Screwdriver,"Cr-V, Round shank
Slotted：5.0mm
Diameter：5.0mm
Length：100mm
Packed by poly bag",170,TOTAL,Power Tools
TSDSL5100,Slotted screwdriver,"Blade material: S2
Tip type: slotted  SL5.5(magnetic)
Tip size: 5.5mm
Blade length: 100mm
Blade diameter: 5.0mm
Shank type: round
Handle material: three-color ergonomic 
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",290,TOTAL,Power Tools
TSDSL6125,Slotted screwdriver,"Blade material: S2
Tip type: slotted SL6.5(magnetic)
Tip size: 6.5mm
Blade length: 125mm
Blade diameter: 6.0mm
Shank type: round
Handle material: three-color ergonomic
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",390,TOTAL,Power Tools
TSDSL6150,Slotted screwdriver,"Blade material: S2
Tip type: slotted SL6.5 (magnetic)
Tip size: 6.5mm
Blade length: 150mm
Blade diameter: 6.0mm
Shank type: round
Handle material: three-color ergonomic
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",410,TOTAL,Power Tools
TSDSL8200,Slotted screwdriver,"Blade material: S2
Tip type: slotted SL8(magnetic)
Tip size:8.0mm
Blade length: 200mm
Blade diameter: 8.0mm
Shank type: round
Handle material: three-color ergonomic 
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",600,TOTAL,Power Tools
THT26PH2038,Phillips screwdriver,"1pcs screwdriver with 1pcs plastic hanger
S2,PH2, Round shank
Diameter：6.0mm
length：38mm
Packed by plastic hanger",250,TOTAL,Power Tools
TSDPH2038,Phillips screwdriver,"Blade material: S2
Tip type: phillips PH2(magnetic)
Blade length: 38mm
Blade diameter: 6.0mm
Shank type: round
Handle material: three-color ergonomic 
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",310,TOTAL,Power Tools
TSDPH1100,Phillips screwdriver,"Blade material: S2
Tip type: phillips PH1(magnetic)
Blade length: 100mm
Blade diameter: 5.0mm
Shank type: round
Handle material: three-color ergonomic 
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",300,TOTAL,Power Tools
TSDPH2125,Phillips screwdriver,"Blade material:  S2
Tip type:  phillips PH2(magnetic)
Blade length:  125mm
Blade diameter:  6.0mm
Shank type:  round
Handle material:  three-color ergonomic 
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",390,TOTAL,Power Tools
TSDPH2150,Phillips screwdriver,"Blade material: S2
Tip type: phillips PH2(magnetic)
Blade length: 150mm
Blade diameter: 6.0mm
Shank type: round
Handle material: three-color ergonomic 
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",330,TOTAL,Power Tools
TSDPH3200,Phillips screwdriver,"Blade material:  S2
Tip type:  phillips PH3(magnetic)
Blade length:  200mm
Blade diameter:  8.0mm
Shank type:  round
Handle material:  three-color ergonomic 
1Pcs screwdriver with 1pcs plastic hanger
With strong magnetic
Packed by plastic hanger",600,TOTAL,Power Tools
THTISPH2100,Insulated Screwdriver,"CR-V,PH2×100_x000D_
New design handle
Round shank_x000D_
1000V,VDE Certification_x000D_
Packed by plastic hanger",430,TOTAL,Power Tools
THT250201,2 Pcs screwdriver set,"1pcs screwdriver with 1pcs plastic hanger
Material：CR-V
Round blade
1pcs SL6.5*6*125
1pcs PH2*6*125
Packed by plastic hanger",630,TOTAL,Power Tools
TKSDS0226,2 Pcs screwdriver set,"2pcs screwdriver set
Blade material: S2
Shank type: round
1Pcs SL6.5*6*125mm
1Pcs PH2*6*125mm
Handle material: three-color ergonomic
With strong magnetic
Packed by double blister",700,TOTAL,Power Tools
THGSS2206,2Pcs go-through screwdriver set,"2Pcs Go-Through Screwdriver Set
S2 industrial steel
Hex shank
1pcs SL6.5*6*125
1pcs PH2*6*125
Packed by plastic hanger",1450,TOTAL,Power Tools
THT250604,4 pcs screwdriver set,"4 pcs screwdriver set
New design handle
Material:CRV
Round blade
1pcs SL5.5X100mm
1pcs SL6.5X150mm
1pcs PH1X100mm 
1pcs PH2X150mm
Packed by plastic hanger",1200,TOTAL,Power Tools
TKSDS0426,4 Pcs screwdriver set,"4pcs screwdriver set
Blade material: S2
Shank type: round
1Pcs SL5.5*5*100mm
1Pcs PH1*5*100mm
1Pcs SL6.5*6*150mm
1Pcs PH2*6*150mm
Handle material: three-color ergonomic
With strong magnetic
Packed by double blister",1550,TOTAL,Power Tools
THT250606,6 Pcs screwdriver set,"6 pcs screwdriver set
New design handle
Material：CR-V
Round blade
1pcs SL5.5*5*75 
1pcs SL5.5*5*100
1pcs SL6.5*6*150
1pcs PH1*5*75
1pcs PH1*5*100
1pcs PH2*6*150
Packed by PP hanger",1400,TOTAL,Power Tools
TKSDS0626,6 Pcs screwdriver set,"6pcs screwdriver set
Blade material: S2
Shank type: round
1Pcs SL5.5*5*75mm
1Pcs PH1*5*75mm
1Pcs SL5.5*5*100mm
1Pcs PH1*5*100mm
1Pcs SL6.5*6*150mm
1Pcs PH2*6*150mm
Handle material: three-color ergonomic
With strong magnetic
Packed by double blister",1980,TOTAL,Power Tools
TKSDS0846,8 Pcs screwdriver set,"8pcs screwdriver set
Blade material: S2
S2, Round shank
Include:
1Pcs SL5.5*5*75mm
1Pcs SL5.5*5*100mm
1Pcs SL6.5*6*125mm
1Pcs SL6.5*6*150mm
1Pcs PH1*5*75mm
1Pcs PH1*5*100mm
1Pcs PH2*6*125mm
1Pcs PH2*6*150mm
Packed by double blister",2200,TOTAL,Power Tools
TKSDS0826,8 Pcs screwdriver set,"8pcs screwdriver set
Blade material: S2
S2, Round shank
Include:
1Pcs SL4*4*100mm
1Pcs SL5.5*5*100mm
1Pcs SL6.5*6*38mm
1Pcs SL6.5*6*150mm
1Pcs PH0*3*75mm
1Pcs PH1*5*100mm
1Pcs PH2*6*38mm
1Pcs PH2*6*150mm
Packed by double blister",2320,TOTAL,Power Tools
TKSDS0836,8 Pcs screwdriver set,"8pcs screwdriver set
Blade material: S2 Screwdriver+Cr-v insulated screwdriver
S2, Round shank
1000V,VDE+GS Certification
Include:
1Pcs PH2*6*100mm insulated screwdriver
1Pcs SL5.5*5*125mm insulated screwdriver
1Pcs SL4*4*100mm screwdriver
1Pcs SL5.5*5*100mm screwdriver
1Pcs SL6.5*6*150mm screwdriver
1Pcs PH0*3*75mm screwdriver
1Pcs PH1*5*100mm screwdriver
1Pcs PH2*6*150mm screwdriver
Packed by double blister",3000,TOTAL,Power Tools
THTDC251001,10 Pcs screwdriver and precision screwdriver set,"10 Pcs screwdriver and precision screwdriver set
Material：CR-V，Round blade
6 Pcs screwdriver：
1pcs SL5X75mm
1pcs SL5X100mm 
1pcs SL6X150mm
1pcs PH1X75mm
1pcs PH1X100mm 
1pcs PH2X150mm
4 Pcs precision screwdriver:
SL3*50；PH0*50；T6*50；T8*50
Packed by plastic hanger and double blister",1400,TOTAL,Power Tools
THT250614,14 Pcs screwdriver and precision screwdriver set,"14 Pcs screwdriver and precision screwdriver set_x000D_
new design handle_x000D_
Material：CR-V，Round blade
8 Pcs screwdriver：_x000D_
1pcs SL4*100_x000D_
1pcs SL5.5*100_x000D_
1pcs SL6.5*150_x000D_
1pcs PH0*75_x000D_
1pcs PH1*100_x000D_
1pcs PH2*150_x000D_
1pcs SL6*38_x000D_
1pcs PH2*38_x000D_
6Pcs precision screwdriver :_x000D_
SL1.5*50  SL2*50      _x000D_
PH000*50  PH00*50  _x000D_
T6*50   T8*50_x000D_
With 1pcs plastic frame_x000D_
Packed by double blister",2900,TOTAL,Power Tools
TKSDS2726,27 Pcs Screwdriver set,"27 Pcs screwdriver set
Tip type: slotted+phillips+hex+torx
Shank type: round
Blade material: S2
Handle material: three-color ergonomic
Include:
1 Pcs SL4x100
1 Pcs SL5.5x100
1 Pcs SL6.5x150
1 Pcs PH1x100
1 Pcs PH0x75
1 Pcs PH2x150
1 Pcs 1/4""x100mm screwdriver bits holder
20 Pcs S2 bits: 1/4″x25mm
Bits size:
PH0,PH1,PH2,PH2,PH3,SL3,SL4,SL5,SL6,SL6,PZ1,PZ2,T10,T15,T20,T25,T30,HEX3,HEX4,HEX5
With strong magnetic
Packed by double blister",3200,TOTAL,Power Tools
THTIS566,6 Pcs insulated screwdriver set,"6 PCS Insulated Screwdriver Set
SL3.0×75
SL4.0×100
SL6.5×150
PH0×60
PH1×80
PH2×100
New design handle
Use Aluminum frame with 4pcs Screw and 4pcs Screw  Plug
Round shank
1000V,VDE Certification
Packed by double blister",2500,TOTAL,Power Tools
THT250216,2 IN 1 Screwdriver set,"2 IN 1 Screwdriver set
Shank size：6.35X75MM,PH2+SL6
Material:CR-V
With 1pcs interchangeable handle
Packed by plastic hanger",360,TOTAL,Power Tools
THT250226,2 IN 1 Screwdriver set,"2 IN 1 Screwdriver set
Shank size：5X135MM,PH1+SL5
Material:CR-V
With 1pcs interchangeable handle
Packed by plastic hanger",390,TOTAL,Power Tools
THT250206,2 IN 1 Screwdriver set,"1pcs screwdriver with 1pcs plastic hanger
2 IN 1 Screwdriver set
Shank size:6.35X160MM,PH2+SL6
Material:CR-V
With 1pcs interchangeable handle
Packed by poly bag",500,TOTAL,Power Tools
THT250266,2 In 1 screwdriver set,"2 IN 1 Screwdriver set
Shank size:6.35*192mm
Blade exposed length:150mm
Tip type:PH2+SL6
Material:S2
Impact blade design for long life
With 1pcs interchangeable handle
Packed by plastic hanger",540,TOTAL,Power Tools
THT2506076,6 IN 1 Screwdriver set,"6 IN 1 Screwdriver set
2 pcs two-way bit：
6.35*65mm,PH1+SL5
8.00*75mm,PH2+SL6
2pcs socket：6mm，8mm
Material:CR-V
With 1pcs interchangeable handle
Packed by display color box",800,TOTAL,Power Tools
THT250PS0601,6Pcs precision screwdriver set,"6PCS precision screwdriver set
New design handle,New plastic box
Include:
SL2.0*50，SL2.5*50，SL3.0*50，PH000*50，PH00*50，PH0*50
Material:CR-V
Packed by plastic box",1200,TOTAL,Power Tools
THT250826,8 Pcs precision screwdriver set,"8PCS precision screwdriver set
New design handle,New plastic box
SL2.0x50,SL2.5x50,SL3.0x50,PH00x50,PH000x50,PH0x50,T6x50,T8x50 
Material:CR-V
Comfort-grip handle
Packed by plastic box",1400,TOTAL,Power Tools
TACSD30376,37 Pcs precision screwdriver set,"37PCS precision screwdriver set
1Pcs handle
1Pcs 4X60mm bits holder
1 PCS sucker
1 PCS triangle
2pcs plastic pry bar
1 PCS card pin
30PCS 4X28mm bits:
SL1.5,SL2,SL2.5,SL3,SL3.5,SL4,PH000,PH00,PH0,PH1,T4,T5,T6,T7,T8,T9,T10,T15,T20,H0.9,H1.3,H1.5,H2,H2.5,H3,H4,Y2,U2.6,Five Star0.8,Five Star1.2 
Five Star0.8,Five Star1.2 is suitable for iPhone and ipad
Packed by plastic box",2100,TOTAL,Power Tools
TACSD30456,45 Pcs precision screwdriver and bits set,"45Pcs precision screwdriver and bits set
Include:
8Pcs precision screwdriver set (THT250826):
Material:Cr-V
Size:SL2.0x50,SL2.5x50,SL3.0x50,PH00x50,PH000x50,PH0x50,T6x50,T8x50 
37PCS precision screwdriver set (TACSD30376):
Material:S2
1Pcs handle
1Pcs 4X60mm bits holder
1 PCS sucker
1 PCS triangle
2pcs plastic pry bar
1 PCS card pin
30PCS 4X28mm bits:
SL1.5,SL2,SL2.5,SL3,SL3.5,SL4,PH000,PH00,PH0,PH1,T4,T5,T6,T7,T8,T9,T10,T15,T20,H0.9,H1.3,H1.5,H2,H2.5,H3,H4,Y2,U2.6,Five Star0.8,Five Star1.2 
Five Star0.8,Five Star1.2 is suitable for iPhone and ipad
New design handle,New plastic box
Packed by plastic box",2400,TOTAL,Power Tools
TACSDS1726,8 IN 1  Stubby screwdriver set,"8 IN 1 Stubby ratchet screwdriver set
Material：Cr-V
Include:
1 Pcs ratchet handle，high quality ratchet
7 Pcs  1/4""*25mm screwdriver  bits
Size：SL5,SL6,PH0,PH1,PH2,T10,T20
Packed by display color box",890,TOTAL,Power Tools
TACSD30086,8 Pcs ratchet screwdriver set,"8 pcs Ratchet Screwdriver Set
Include:
1pcs High Quality Ratchet Handle(new design)
7pcs 25mm Screwdriver bitsSL5,SL6,PH1,PH2,PH3,T15,T20
Packed by half double blister",890,TOTAL,Hand Tools
TACSD30136,13 IN 1 Ratchet screwdriver set,"13 IN 1 Ratchet Screwdriver set
Include:
1 Pcs ratchet handle
Folding handle，high quality ratchet
12 Pcs  6.35*25mm screwdriver  bits
Size：SL4,SL5,SL6,SL7, PH0, PH1,PH2,PH3,PZ0,PZ1,PZ2,PZ3
Material：CR-V
Packed by display color box",1210,TOTAL,Hand Tools
TACSD30246,24 Pcs ratchet screwdriver set,"24 Pcs screwdriver set
Include:
16 Pcs 6.35X25mm Screwdriver bit：
SL3,SL4,SL5,SL6,SL6,SL7,PH1,PH2,PH2,PH3,PZ1,PZ2,T10,T15,T20,T25 
7Pcs 1/4"" Power sleeve：
5MM 6MM 7MM 8MM 9MM 10MM 11MM
1Pcs ratchet handle
Packed by double blister",1460,TOTAL,Hand Tools
