SKU,Product name,Description & Features,Selling Price,Brand,Category
TG10910056,Angle grinder,"Voltage:220-240V~50/60Hz
Input power:900W
No-load speed:12000rpm
Disc diameter:100mm
Spindle thread:M10
With 1pcs auxiliary handle
Packed by color box",9100,TOTAL,Power Tools
TG10912556,Angle grinder,"Voltage:220-240V~50/60Hz
Input power:900W
No-load speed:12000rpm
Disc diameter:125mm
Spindle thread:M14
With 1pcs auxiliary handle
Packed by color box",9900,TOTAL,Power Tools
TG109125565,Angle grinder,"Voltage:220-240V~50/60Hz_x000D_
Input power:900W
No-load speed:5000-11000rpm_x000D_
Disc diameter:125mm_x000D_
Spindle thread:M14_x000D_
With 1pcs auxiliary handle_x000D_
Variable speed control_x000D_
Packed by color box",11700,TOTAL,Power Tools
TG11515026,Angle grinder,"Voltage:220-240V~50/60Hz
Input power:1500W
No-load speed:8500rpm
Disc diameter:150mm
Spindle thread:M14
With 1pcs auxiliary handle
With 1set carbon brushes
With 1pcs spanner
Packed by color box",19600,TOTAL,Power Tools
TG12018026,Angle grinder,"Voltage:220-240V~50/60Hz
Input power:2000W
No-load speed:8450rpm
Disc diameter:180mm
Spindle thread:M14
With 1pcs auxiliary handle
With 1set extra carbon brushes
Packed by color box",23200,TOTAL,Power Tools
TG12223026,Angle grinder,"Voltage:220-240V~50/60Hz
Input power:2200W
No-load speed:6600rpm
Disc diameter:230mm
Spindle thread:M14
With 1pcs auxiliary handle
With 1set extra carbon brushes
Packed by color box",22500,TOTAL,Power Tools
TG1252306,Angle grinder,"Voltage:220-240V~50/60Hz
Input power:2400W
No-load speed:6400rpm
Disc diameter:230mm
Spindle thread:M14
With 1pcs auxiliary handle
With 1set carbon brushes
Packed by color box",26000,TOTAL,Power Tools
TG1302306,Angle grinder,"Voltage:220-240V~50/60Hz_x000D_
Input power:3000W
No-load speed:6300rpm
Disc diameter:230mm
Spindle thread:M14
With 1pcs auxiliary handle
With 1set extra carbon brushes
Disc not included
Packed by color box",36800,TOTAL,Power Tools
TG513326,Mini grinder,"Voltage:220-240V~50/60Hz
Input power:130W
No-load speed:10000-35000rpm
Collet size:3.2mm/2.3mm
Variable speed control
With 1pcs flexible shaft
With 109pcs accessories
With 1set extra carbon brushes
Packed by BMC",8900,TOTAL,Power Tools
TG504062,Die grinder,"Voltage:220V-240V~50/60Hz_x000D_
Input power:400W
No-load speed:15000-26000rpm_x000D_
Collet size:6mm_x000D_
Variable speed_x000D_
Aluminum gear housing_x000D_
With 3pcs bistriques_x000D_
Packed by color box",12900,TOTAL,Power Tools
TG55061,Die grinder,"Voltage:220-240V~50/60Hz
Input power:550W
No-load speed:29000rpm
Collet size:6mm
Aluminum gear housing
With 1set extra carbon brushes
With 3pcs mounted points
Packed by color box",18400,TOTAL,Power Tools
TSG1508,Straight grinder,"Voltage: 220-240V~50/60Hz
Input power: 1100W
No-load speed: 5000rpm
Disc diameter: 150mm
Spindle thread: M14
Include:
1set extra carbon brushes
1 Pair Gloves
Packed by color box",28700,TOTAL,Power Tools
TBG15015,Bench grinder,"Voltage:220-240V~50Hz
Input power:150W
No-load speed:2950rpm
Wheel size:150mm
Adjustable work rest
Heavy duty aluminum base
Include 1set eye shields
Include 1pcs tool storage box
Packed by carton box",13700,TOTAL,Power Tools
TBG35020,Bench grinder,"Voltage:220-240V~50Hz_x000D_
Input power:350W_x000D_
No-load speed:2950rpm_x000D_
Wheel size:200 mm（8""）
Heavy Duty Aluminium Base_x000D_
Adjustable work rest_x000D_
Including 1 set eye shield_x000D_
1pcs tool storage box_x000D_
Packed by carton box",25900,TOTAL,Power Tools
TS223558,Cut off saw,"Voltage: 220-240V~50/60Hz
Input power: 2200W
No-load speed: 3700rpm
Blade size: 355x25.4mm
Max.cutting capacity:
100mm in round pipe
100x100mm in square steel
120x100mm in rectangle
Max.cutting steel bar: 50mm
With 1pcs 355mm cutting disc
Packed by color box",30400,TOTAL,Power Tools
TS9243558,Cut off saw,"Voltage:220-240V~50/60Hz
Input power:2400W
No-load speed:3900rpm
Blade size:355mmx25.4mm
Max.cutting capacity:
100mm in round pipe
100mmx100mm in square steel
120mmx100mm in rectangle
Max.cutting steel bar:50mm
With 1pcs 355mm cutting disc
Packed by color box",35700,TOTAL,Power Tools
TS3141102,Marble cutter,"Voltage:220-240V~50-60Hz
Input power:1400W
No-load speed:13000rpm
Diameter of blade:110x20mm
Max.cutting capacity:34mm
Adjustable cutting depth
Packed by color box",16100,TOTAL,Power Tools
TPC9203556,Power cutter,"Voltage:220-240V~50/60Hz
Input power:2800W
Blade size:355mmx25.4mm
No-load speed:4800rpm
Max.cutting depth:120mm
With 1set extra carbon brushes
With 1pcs 355mm cutting disc
With 1pcs 5m water pipe
Packed by carton box",94900,TOTAL,Power Tools
TWLC1256,Wall chaser,"Voltage:220-240V~50/60Hz
Input power:1500W
No-load speed:9000rpm
Disc diameter:125mm
Spindle thread:M14
Cutting depth:3-29 mm
Cutting width:8-30 mm
With 1pcs chisel 
With 1pcs auxiliary handle
With 1set carbon brushes
With 4pcs cutting disc
Packed by color box",41900,TOTAL,Power Tools
TWLC1301,Wall chaser,"Voltage:220-240V~50/60Hz
Input power:3000W
No-load speed: 6500rpm
Disc diameter: 130mm
Spindle thread: M20
Cutting depth:10-40mm
Cutting width: 9-30mm
With 1pcs auxiliary handle
With 1set extra carbon brushes
With 5pcs cutting discs
With 1pcs socket wrench
With 1pcs wrench
With 1pcs hex key
With 1pcs water pump
With 1pcs water pipe
Packed by metal box",74600,TOTAL,Power Tools
TS11418526,Circular saw,"Voltage: 220-240V~50/60Hz
Input Power:1400W
No-load speed:4800rpm
Blade diameter:185x20mm
Cutting capacity:
  45 degree:44mm
  90 degree:65mm
Adjustable cutting depth
Adjustable bevel cutting
With 1pcs 185mm blade
Packed by color box",18000,TOTAL,Power Tools
TS1222356,Circular saw,"Voltage:220-240V~50/60Hz
Input power:2200W
No-load speed:3800rpm
Cutting capacity:
  45 degree:65mm
  90 degree:80mm
Blade diameter: 235x25.4mm
Aluminum housing
Adjustable cutting depth
Adjustable bevel cutting
With 1pcs 60T TCT blade
Packed by color box",27800,TOTAL,Power Tools
TS206656,Jig saw,"Voltage:220-240V~50/60Hz
Input power:570W
No-load speed:800-3000rpm
Cutting capacity:
 Wood:65mm
 Steel:8mm
4 step pendulum function
With 3pcs saw blades
With 1set carbon brushes
Packed by color box",11200,TOTAL,Power Tools
TS206806,Jig saw,"Voltage:220-240V~50/60Hz
Input power:650W
No-load speed:800-2800rpm
Cutting capacity:
 Wood:80mm
 Steel:8mm
4 step pendulum function
With 5pcs saw blades
With 1set carbon brushes
Packed by color box",14100,TOTAL,Power Tools
TS2081006,Jig saw,"Voltage:220-240V~50/60Hz
Input power:800W
No-load speed:800-3000rpm
Cutting capacity:
 Wood:100mm
 Steel:10mm
4 step pendulum function
Aluminum base
With 5pcs saw blades
Packed by color box",16600,TOTAL,Power Tools
TF2241108,Palm sander,"Voltage: 220-240V~50/60Hz 
Input power: 240W
No-load speed: 14000rpm
Bottom base: 110mmx100mm
Include:
5 Pcs sand papers (TAC74914112)
1 Set extra carbon brushes
Packed by color box",11200,TOTAL,Power Tools
TF1301826,Finishing sander,"Voltage: 220V-240V~50/60Hz
Input power:320W
No-load speed:14000rpm
Bottom base:180mmx90mm
Aluminum durable base
With 5pcs Sanding sheet set TAC749241-1
Packed by color box",9900,TOTAL,Power Tools
TF2031256,Rotary sander,"Voltage:220-240V~50/60Hz
Input power:320W
No-load speed:12000rpm
Dia of sanding pad:125mm
With 5pcs sand paper (TAC731251)
With 1set carbon brushes
Packed by color box",12700,TOTAL,Power Tools
TF2041506,Rotary Sander,"Voltage:220-240V~50/60Hz
Input power:450W
No-load speed:4000-13000rpm
Dia of sanding pad:150mm
Velcrops base
Variable speed
With 150mm PU base
Packed by color box
With 5pcs Sanding sheet for random orbit sander (TAC731501)",15100,TOTAL,Power Tools
TWS10501,Drywall Sander,"Voltage:220V-240V~50/60Hz
Input power:1050W
No-load speed:600-2300rpm
Grinding pad diameter:215mm
Sanding paper diameter:225mm
Tube diameter:32mm
Dust hose diameter:38mm
With LED light
With 6pcs sanding paper
With 2pcs connection adapters
With 4m flexible pipe
With 1pcs extension bar
Packed by canvas bag",44800,TOTAL,Power Tools
TBS12001,Belt sander,"Voltage: 220-240V~50/60Hz 
Input power: 1200W
No-load speed: 500rpm
Sanding belt size:  610x100mm
Quick release belt change system
Dust suction facility
Aluminum housing base
Inculde:
1Pcs sanding belt
1Set extra carbon brushes
Packed by color box",32400,TOTAL,Power Tools
TP1141806,Angle polisher,"Voltage:220V-240V~50/60Hz_x000D_
Input power:1400W
No-load speed:900-3800rpm_x000D_
Polishing pad diameter:180mm_x000D_
Durable aluminum gear box_x000D_
With 1pcs polishing pad_x000D_
With 1pcs polishing bonnet_x000D_
Packed by color box",20900,TOTAL,Power Tools
TP11418018,Polisher,"Voltage:220-240V~50/60Hz
Input power:1400W
No-load speed:1500-3600rpm
Polishing pad diameter:180mm
Variable speed control
Aluminum gear box
With 1pcs D-handle
With 1pcs hook&loop polishing pad
With 1pcs polishing bonnet
With 1set extra carbon brushes
Packed by color box",21200,TOTAL,Power Tools
TS1001201,Reciprocating saw,"Voltage:220-240V~50/60Hz
Input power: 1200W
No-load speed:1000~2800rpm
Max.cutting depth:
 Wood:210mm
 Steel:20mm
 Aluminum:10mm
Variable speed control
Integrated work light
4 step pendulum function
SDS blade change chuck
With 1pcs metal saw blade
With 1pcs wood saw blade
With 1set extra carbon brushes
Packed by color box",30100,TOTAL,Power Tools
TS3006,Multi-function tools,"Voltage: 220-240V~50/60Hz
Input power:300W
No-load speed:10000-20000rpm
With 1pcs flexibel scraper blade
With 1pcs cutting blade
With 1pcs segment saw blade
With 1pcs delta sand pad
With 3pcs sand papers
Pack by color box",12400,TOTAL,Power Tools
TAKTMT1502,Multi tool blade sets,"15pcs/set
1pcs     BIM(M2) Segment saw blade,  Dia.87mm(3-7/16"")
1pcs     Delta sanding Pad, size:80mm(3-1/8"")  
10pcs    Aluminum-Oxide delta sandpaper for Wood, size:80mm(3-1/8"")  
1pcs     CRV Radial flush-cut wood saw blade, size:34mm(1-5/16"")
1pca     Bi-Metal standard flush-cut metal sawblade,  size:34mm(1-5/16"")
1pcs     Rigid scraper, size:50mm(2"")
Packed by double blister",2700,TOTAL,Power Tools
TLT5001,Laminate trimmer,"Voltage:220-240V~50/60Hz_x000D_
Input power:500W
No-load speed:33500rpm_x000D_
Chuck diameter:6mm and 1/4""_x000D_
With 6mm and 1/4"" collets_x000D_
With 1set paralle guide_x000D_
Packed by color box",13000,TOTAL,Gardening & Outdoor
TR111216,Router,"Voltage:220V-240V~50/60Hz
Input power:1600W
No-load speed:22000rpm
Collet size:6,8,12mm,1/4"",1/2""
Plunge capacity:0-60mm
With 1pcs coping ring
With 1pcs aluminum guide fence
With 1set paralle guide
With 1set carbon brushes
Packed by color box",23800,TOTAL,Power Tools
TR111226,Router,"Voltage:220V-240V~50/60Hz
Input power:2200W
No-load speed:9000-23000rpm
Collet size:6,8,12mm,1/4"",1/2""
Plunge capacity:0-60mm
Variable speed control
With 6,8,12mm,1/4"",1/2"" collets
With 1pcs coping ring
With 1pcs aluminum guide fence
With 1set parallel guide
With 1set carbon brushes
Packed by color box",29200,TOTAL,Power Tools
TL5508216,Planer,"Voltage: 220-240V~50/60Hz
Input power: 550W
No-load speed: 16000rpm
Planning width&depth: 82x1mm
Heavy duty aluminum base
Aluminum side cover
Include:
1 Pcs socket wrench
1 Pcs parallel guide
Packed by color box",12900,TOTAL,Power Tools
TTKP15001,Thickness Planer,"Voltage:220-240V~50/60Hz_x000D_
Input power:1500W_x000D_
Min.Cutting Length: 127mm_x000D_
Max.Cutting Width: 318mm（12.5""）
One time Max.Cutting Depth:2.5mm_x000D_
Range of Cutting Depth:5~153mm_x000D_
Feeding Speed:8m/min_x000D_
Blade Speed:9000r/min_x000D_
Packed by carton box",106200,TOTAL,Power Tools
TJPR15001,Jointer and planer,"Voltage:220-240V~50/60Hz
Input power:1500W
Blade speed:9000rpm
Blade size:210mmx16.5mm
Max.cutting width:204mm
Jointer table size:740mmx212mm
Planer table size:270mmx204mm
Range of cutting depth:5~120mm
Feeding speed:6m/min
Packed by carton box",95200,TOTAL,Power Tools
TS70906,Biscuit jointer,"Voltage:220V-240V~50/60Hz
Input power:950W
No load speed: 11000rpm
Blade diameter:100mm
With 15pcs biscuit dowels
With 1set extra carbon brushes
Packed by color box",39000,TOTAL,Power Tools
TS88501,Scroll saw,"Voltage:220-240V~50Hz_x000D_
Input power:85W_x000D_
No-load speed:0-1450rpm_x000D_
Max cutting depth:50mm_x000D_
Max cutting width:410mm
Table size:375*250mm_x000D_
Table tilting range:0-45°_x000D_
Blade size:133*2.6*0.25mm(18TPI)_x000D_
Induction motor for smooth cutting_x000D_
Anti-vibration design for stable work_x000D_
Quick and easy tool free blade system_x000D_
Steel table tilts 45°left and right_x000D_
Packed by carton box",30500,TOTAL,Power Tools
TAC130614,Blade of band saw,"Overall length: 1140mm
WidthxThickness: 13x0.6mm
Material: BIM (M42+D6A)
Teeth number: 14-18TPI
Suitable for TBSLI20127
Packed by color box",4800,TOTAL,Power Tools
TS730301,Band saw,"Voltage:220-240V~50Hz_x000D_
Input power:350W_x000D_
Blade Speed:11.6m/s_x000D_
Max. Cutting Depth: 80mm_x000D_
Max. Cutting Width: 230mm
Table Size:300x300mm_x000D_
Table Tilting Range: 0-45°_x000D_
Blade Length: 1511mm_x000D_
Width:6.35mm_x000D_
Teeth:6TPI_x000D_
Thickness: 0.3mm_x000D_
Packed by carton box",56500,TOTAL,Power Tools
TT328151,Plastic tube welding tool,"Voltage:220V-240V~50/60Hz
Input power:800W/1500W
Suitable for heating sockets sockets 20、25、32、40、50、63mm
Thermoregulator:0 - 300°C
With 1pcs measuring tape;
With 1pcs hex key
With 1pcs screwdriver
With 1pcs pipe cutter
Packed by metal box",15500,TOTAL,Welding & Soldering
TT101116,Glue gun,"Voltage:220-240V~50/60Hz
Input power:20W（100W）
Gluing capacity:13-18g/min
Glue stick diameter:11.2mm
With 2pcs 150mm glue sticks
Packed by double blister",1840,TOTAL,Power Tools
TT201116,Glue gun,"Volts:220-240V~50/60Hz
Input power:25W(150W)
Gluing capacity:15-20g/min 
Glue stick diameter:11.2mm
With 4pcs 150mm glue sticks
Packed in double blister",805,TOTAL,Power Tools
TET1406,Electric soldering iron,"Voltage:220-240V~50/60Hz
Input power:40W
Preheat.time:3~5minuters
Straight,tip head
With a piece of support
Long life replaceble tip
Packed by sliding card",1265,TOTAL,Welding & Soldering
TET1606,Electric soldering iron,"Voltage:220-240V~50/60Hz
Input power:60W
Preheat.time:3~5minuters
Straight,tip head
With a piece of support
Long life replaceble tip
Packed by sliding card",805,TOTAL,Welding & Soldering
TET01606,Electric soldering iron,"Voltage:220-240V~50/60Hz
Input power:70W
Preheat.time:1~2minutes
Straight, tip head
Temperature can be adjusted by rotating
Built-in ceramic heating element for fast and stable heating, easy to replace
With a piece of stand
Long life replaceable tip
Packed by double blister",1380,TOTAL,Welding & Soldering
TET01608,Electric soldering iron,"Voltage:220-240V~50/60Hz
Input power:90W
Preheat.time:1~2minutes
Straight, tip head
Temperature can be adjusted by rotating
Built-in ceramic heating element for fast and stable heating, easy to replace
With a piece of stand
Long life replaceable tip
Packed by double blister",1955,TOTAL,Welding & Soldering
TET1100831,Electric soldering iron,"Voltage:220-240V~50/60Hz
Input power:100W
Preheat.time:20 seconds
Straight, tip head
Temperature can be adjusted by rotating and thermostatic
Built-in ceramic heating element for fast and stable heating, easy to replace
With a piece of stand and protect cap
Long life replaceble tip
Packed by sliding card",1380,TOTAL,Welding & Soldering
TET10006,Electric soldering iron,"Voltage:220-240V~50/60Hz
Input power:100W
Preheat.time:3~5minutes
Straight,tip head
With a piece of support
Long life replaceble tip
Packed by sliding card",1840,TOTAL,Welding & Soldering
TET01610,Electric soldering iron,"Voltage:220-240V~50/60Hz
Input power:120W
Preheat.time:1~2minutes
Straight, tip head
Digital display temperature adjustment
Built-in ceramic heating element for fast and stable heating, easy to replace
With a piece of stand and protect cap
Long life replaceable tip
Packed by double blister",1851.5,TOTAL,Welding & Soldering
TT3506,Spray gun,"Voltage:220-240V~50/60Hz
Input power:450W
Spraying Pressure:0.1-0.2Bar
Max flow:380ml/min
Max. viscosity:50DIN-s
Container capacity:800ml
Accessories:
1x viscosity measuring cup
1x nozzle cleaning needle
Packed by color box",1955,TOTAL,Power Tools
TT45061,Spray gun,"Voltage:220-240V~50/60Hz
Input power:530W
Max. viscosity:130DIN-s
Adjustable spray amplitude
Used for blowing dust
Container capacity:1000ml
Container material:Stainless
Paint(50Din) flow:410ml/min
Water flow:950ml/min
Include:
1 Pcs dust blower nozzle
1 Pcs viscosity measuring cup
1 Pcs nozzle cleaning needle
Packed by color box",2070,TOTAL,Power Tools
TT5006,HVLP spray gun,"Voltage:220-240V~50/60Hz
Input power:550W
Spraying Pressure:0.1-0.2Bar
Max flow:850ml/min
Max. viscosity:50DIN-s
Container capacity:800ml
Power cord length:2.0m
Accessories:
1x viscosity measuring cup
1x nozzle cleaning needle
1x shoulder strap
Packed by color box",575,TOTAL,Power Tools
TT5006-2,HVLP spray gun,"Voltage:220-240V~50/60Hz
Input power:550W
Spraying Pressure:0.1-0.2Bar
Max flow:850ml/min
Max. viscosity:50DIN-s
Power cord length:2.0m
800ml Aluminum container
Accessories:
1x viscosity measuring cup
1x nozzle cleaning needle
1x shoulder strap
Packed by color box",563.5,TOTAL,Power Tools
TB20078,Heat gun,"Voltage: 220-240V~50/60Hz
Input power: 2000W
Temperature:50/450°C/550°C
Airflow:450/300/450 L/min
3 temeprature settings
Include:
1 Pcs reduction nozzle
1 Pcs reflector nozzle
1 Pcs flat nozzle
1 Pcs scraper
Packed by color box",1380,TOTAL,Power Tools
TB20045,Heat gun,"Voltage:220-240V~50/60Hz
Input power: 2000W
Temperature: 50°C/50-450°C/50-550°C
Airflow: 450/300/450 L/min
Adjustable temperature with rotating back for precise control
Cable length:2M
Include:
1 Pcs reduction nozzle
1 Pcs reflector nozzle
1 Pcs flat nozzle
1 Pcs scraper
Packed by color box",1610,TOTAL,Power Tools
TB20056,Heat gun,"Voltage: 220V-240V~50/60Hz
Input power: 2000W
Temperature: 50/50-600°C/50-600°C
Airflow: 450/300/450 L/min
Adjustable temperature with LCD display for precise control
Cable length:2M
Include:
1 Pcs reduction nozzle
1 Pcs reflector nozzle
1 Pcs flat nozzle
1 Pcs scraper
Packed by color box",1023.5,TOTAL,Power Tools
TB8036,Aspirator blower,"Voltage:220-240V~50/60Hz
Input power:800W
No-load speed:0-15000rpm
Blowing rate:0-4.5m³/min
Variable speed control
With 1pcs dust bag
With 1pcs flexible tube
With 2pcs suction nozzles
With 1set extra carbon brushes
Packed by color box",1265,TOTAL,Power Tools
TVC14122,Vacuum cleaner,"Voltage: 220V-240V~50/60Hz
Input power: 800W
Copper wire motor
Metal tank
Dust capacity:12L
Air flow:1.7m3/min
Vacuum pressure:16KPa
1.5m flexible hose
Plastic three parts tube
1pcs plastic floor brush
1set 2 in 1 brush
2.3m cord length
HEPA fliter
Wet and dry cleaning
Packed by carton box",805,TOTAL,Cleaning
TVC14301,Vacuum cleaner,"Wet and dry cleaning
Voltage: 220V-240V~50/60Hz
Input power: 1400W
Air flow:1.9CBM/Min
Vacuum pressure:16-18KPa
Dust capacity:30L
With power tools socket
Power calble:1.8m
1pcs flexible hose
1pcs floor brush
1pcs plastic tube
1pcs HEPA filter(TVCAIHP02)
Packed by carton box",943,TOTAL,Cleaning
TVC24751,Vacuum cleaner,"Wet and dry cleaning
Voltage: 220V-240V~50/60Hz
Input power: 2X1200W
Air flow:3CBM/Min
Vacuum pressure:16-17KPa
Dust capacity:75L
Power calble:5.5m
1pcs flexible hose
1pcs floor brush
1pcs 2 part metal tube
1pcs cloth filter
1pcs metal handle
1pcs Air-inlet HEPA TVCAIHP03
Packed by carton box",874,TOTAL,Cleaning
TS42152557,Mitre saw,"Voltage: 220-240V~50/60Hz
Input power: 1800W
No-load speed: 5300rpm
Blade size: 255mmx30mm
Cutting capacity: Mitre/Bevel: WidthxHeight
0°×0°:H70mm×W140mm
45°×0°:H70mm×W100mm
0°×45°:H48mm×W135mm
45°×45°:H48mm×W95mm
Mitre cuts 0-45° left and right
Bevel cuts up to 45° to the left
Include:
1 Set extra carbon brushes
2 Pcs extension bars
1 Pcs TCT blade
1 Pcs dust bag
Packed by color box",1265,TOTAL,Power Tools
TS421825517,Mitre saw,"Voltage: 220-240V~50/60Hz
Input power: 1800W
No-load speed: 5300rpm
Blade size: 255mmx25.4mm
Parallel dual sliding rails
Max.cutting capacity: 89mmx320mm
Cutting capacity: Mitre/Bevel:HeightxWidth
0°/0°: 89mmx320mm
45°/0°: 42mmx320mm
0°/45°: 89mmx210mm
45°/45°: 42mmx210mm
Mitre cuts 0-45°left and right
Bevel cuts up to 45°to the left
Include:
1 Set extra carbon brushes
2 Pcs extension bars
1 Pcs TCT blade
1 Pcs dust bag
Packed by color box",1265,TOTAL,Power Tools
TS42183057,Mitre saw,"Voltage:230V,50Hz
Power:2400W
Blade size:Φ305mm x Φ30mm
No-load speed:5000 r/min
Cutting Capacity:
0° /  0°: 305x90mm,45°/ 0°: 215x90mm,
0 °/45°: 305x38mm,45°/45°: 215x38mm    
Fence without  sliding  fuction                                                           
Accessories:dust bag, wrench,Clamp,extension bars
Packed by color box",1840,TOTAL,Power Tools
TS51825428,Table saw,"Voltage: 220-240V~50/60Hz
Input power: 1800W
No-load speed: 4500rpm
Blade size: 254x16mm
Max. cutting capacity: 85mm (90°)x60mm(45°)
Blade tilting range: 0°-45°
Main table size: 722x520mm
Extension table size(left/right): 440x125mm
With rip fence, push sticker
With miter gauge
Packed by carton box",1667.5,TOTAL,Power Tools
TS526043,Table saw,"Voltage:220-240V~50/60Hz
Input power:2600W 
No-load speed:4800rpm
Blade size:254mmx25.4mm
Max cutting capacity:
45 degree:60mm
90 degree:86mm
Main table size:643mmx549mm
Extension table size left :643mmx65mm
Extension table size right:643mmx101mm
Extension table size(rear): 549mmx60mm
Positive stops at 90° and 45°
4-leg steel stand for rigidity and stability
1 Set extra carbon brushes
Packed by carton box",908.5,TOTAL,Power Tools
TW213049,Inverter MMA welding machine,"IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-130A
Duty cycle:130A@30%
LED display
No-load voltage: 73V
Max.output current: 130A
Diameter of electrode: 1.6-3.2mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable
1 Pcs earth clamp with cable
1 Pcs wire brush
1 Pcs helmet
1 Pcs portable strap
Packed by color box",1656,TOTAL,Welding & Soldering
TW216049,Inverter MMA welding machine,"IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-160A
Duty cycle:160A@30%
LED display
No-load voltage: 81V
Max.output current: 160A
Diameter of electrode: 1.6-3.2mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable
1 Pcs earth clamp with cable
1 Pcs wire brush
1 Pcs helmet
1 Pcs portable strap
Packed by color box",1023.5,TOTAL,Welding & Soldering
TW216059,Inverter MMA welding machine,"IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-160A
Duty cycle:160A@45%
LED display
No-load voltage: 78V
Max.output current: 160A
Diameter of electrode: 1.6-4.0mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable
1 Pcs earth clamp with cable
1 Pcs wire brush
1 Pcs helmet
Packed by color box",1897.5,TOTAL,Welding & Soldering
TW21605,Inverter MMA welding machine,"IGBT Inverter technology
Input voltage(V):1~220-240
Frequency（HZ):50/60
Output current(A):10-160
Duty cycle(%):160A@60%
LCD display
No-load voltage(V):65
Max.output current(A):160
Diameter of electrode(mm):1.6-4.0
With 1pcs electrode holder with cable
With 1pcs earth clamp with cable
With 1pcs wire brush and 1pcs helmet
Packed by carton box",2185,TOTAL,Welding & Soldering
TW218049,Inverter MMA welding machine,"IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-180A
Duty cycle:180A@30%
LED display
No-load voltage: 76V
Max.output current: 180A
Diameter of electrode: 1.6-4.0mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable
1 Pcs earth clamp with cable
1 Pcs wire brush
1 Pcs helmet
1 Pcs portable strap
Packed by color box",1081,TOTAL,Welding & Soldering
TW218028,Inverter MMA welding machine,"IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-180A
Duty cycle:180A@45%
LED display
No-load voltage: 89V
Max.output current: 180A
Diameter of electrode: 1.6-4.0mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable
1 Pcs earth clamp with cable
1 Pcs wire brush
1 Pcs helmet
Packed by color box",1276.5,TOTAL,Welding & Soldering
TW220069,Inverter MMA welding machine,"IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-200A
Duty cycle: 200A@60%
LED display
No-load voltage: 79V
Max.output current: 200A
Diameter of electrode: 1.6-4.0mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable
1 Pcs earth clamp with cable
1 Pcs wire brush
1 Pcs helmet
Packed by color box",1725,TOTAL,Welding & Soldering
TW225069,Inverter MMA welding machine,"IGBT inverter technology
Input voltage: 1~220-240V
Frequency: 50/60Hz
Output current: 15-250A
Duty cycle: 250A@60%
LED display
No-load voltage: 80V
Max.output current: 250A
Diameter of electrode: 1.6-5.0mm
Anti-stick/Hot start/Arc-force
1 Pcs electrode holder with cable
1 Pcs earth clamp with cable
1 Pcs wire brush
1 Pcs helmet
Packed by color box",1955,TOTAL,Welding & Soldering
TAMWH25036,Magnetic welding holder,"Multi-angle Magnetic Welding Holder_x000D_
Pull Force: 25 Lbs_x000D_
Specifications：3""_x000D_
Product Dimensions：117*90*17.1mm_x000D_
Weight: 300g
Angles: 30°,45°,60°,75°,90°,105°,120°,135°,150°_x000D_
Material: Magnet and Steel_x000D_
Packed by double blister",2012.5,TOTAL,Welding & Soldering
TAMWH50046,Magnetic Welding Holder,"Multi-angle Magnetic Welding Holder
Pull Force: 50 Lbs
Specifications：4""
Product Dimensions：178*90*17.2mm
Weight: 542g
Angles: 30°,45°,60°,75°,90°,105°,120°,135°,150°
Material: Magnet and Steel
Packed by double blister",2185,TOTAL,Welding & Soldering
TAMWH25032,Magnetic welding holder,"Magnetic Welding Holder_x000D_
Pull Force: 25 Lbs_x000D_
Specifications：3""_x000D_
Product Dimensions：120*83*14.4mm_x000D_
Weight: 304g
Angles: 45°,90°,135°_x000D_
Material: Magnet and Steel_x000D_
Packed by double blister",885.5,TOTAL,Welding & Soldering
TAMWH50042,Magnetic welding holder,"Magnetic Welding Holder_x000D_
Pull Force: 50 Lbs_x000D_
Specifications：4""_x000D_
Product Dimensions：155*102*17.4mm_x000D_
Weight: 591g
Angles: 45°,90°,135°_x000D_
Material: Magnet and Steel_x000D_
Packed by double blister",1380,TOTAL,Welding & Soldering
TAMWH75052,Magnetic welding holder,"Magnetic Welding Holder_x000D_
Pull Force: 75 Lbs_x000D_
Specifications：5""_x000D_
Product Dimensions：189.5*122.2*25.4mm_x000D_
Weight: 1041g
Angles: 45°,90°,135°_x000D_
Material: Magnet and Steel_x000D_
Packed by double blister",1518,TOTAL,Welding & Soldering
